Image Name,State,Xcep Label,Xcep %Real,Xcep %AI,Freq Label,Freq %Real,Freq %AI,Pixel Label,Pixel %Real,Pixel %AI,ELA Label,ELA %Real,ELA %AI
100.png,AI-Generated,AI-Generated,46.5076744556427,53.4923255443573,AI-Generated,0.59123474,99.40877,AI-Generated,10.3361635,89.66384,Real,99.99919,0.0008086831
AI.png,AI-Generated,AI-Generated,2.8531335294246674,97.14686647057533,AI-Generated,0.9673609,99.03263,AI-Generated,1.2303237,98.76967,AI-Generated,0.00071700994,99.99928
"Cho_La_Pass_in_snow,_Nepal,_Himalayas.jpg",AI-Generated,AI-Generated,46.90274894237518,53.09725105762482,Real,99.99852,0.0014798164,Real,98.933235,1.0667714,Real,52.98694,47.013065
Nuke.jpg,AI-Generated,Real,64.15436267852783,35.84563732147217,Real,90.77425,9.22575,Real,93.673775,6.3262334,AI-Generated,0.23819199,99.7618
real_mak.png,AI-Generated,AI-Generated,37.36872375011444,62.63127624988556,AI-Generated,8.46454,91.53546,AI-Generated,4.3325696,95.66743,AI-Generated,0.019042822,99.98096
คนจริง.jpg,AI-Generated,Real,69.19287443161011,30.807125568389893,Real,54.07293,45.92707,Real,90.03968,9.9603195,Real,80.68082,19.319183
